filename,chemical_formula
YASLOW_clean.cif,O240C336H192Zn32N32
YASLUA_clean.cif,Mn4Hg4C16S16N16
YASNAJ_clean.cif,Co4H80C120S4N8O24
YASPEP_clean.cif,Zn4H80C88N8O16
YATDUV_clean.cif,Zn24N48C96H48O56
YATTUK_clean.cif,Tb4H12C36O24
YAVSOG_clean.cif,C112H56Ce8N16O48
YAVTUN_clean.cif,Nd4O26C56H24N8
YAVVAV_clean.cif,Eu4O26C62H40N10
YAVVEZ_clean.cif,C62H24N10O26Sm4
YAVVID_clean.cif,C56H28Gd4N8O24
YAVVOJ_clean.cif,Tb4O24C56H28N8
YAVVUP_clean.cif,Dy4O24C56H28N8
YAVWAW_clean.cif,C56H28Ho4N8O24
YAVWUQ_clean.cif,Cu48O208N72H176C440
YAVZAX_clean.cif,Cu8S12N12C12
YAVZUT_clean.cif,Zn18O90C270H234
YAWBAC_clean.cif,Zn18O90C279H126
YAWFEI_charged.cif,Cd10C58N28Cl4H42
YAWFOS_clean.cif,Cd24C80N60H28
YAWKOX_clean.cif,Pr8H72C60O48
YAXBEF_clean.cif,Zn20P16O64
YAXBOP_SL.cif,H20C32O20Fe4
YAYLER_clean.cif,Ba6U8P8H8C4O28F12
YAYLIV_clean.cif,Ba8U8P8H8C4O36F16
YAYPAR_charged.cif,Th8P16H32C48O48F4
YAYPOF_clean.cif,U12P16F4O48C48H32
YAYRAT_clean.cif,Ga18O144C216H72
YAZWOM_clean.cif,Cu6H78C42N12Cl6O18
YAZYEF_clean.cif,La4H24C48O36
YAZYIJ_clean.cif,Pr4H24C48O36
YAZYUU_clean.cif,Cu48O72N96C352H240Cl24
YAZZAC_clean.cif,Gd4H18C40O30
YAZZEG_clean.cif,Dy4H18C40O30
YEBKOG_clean.cif,Nd4O32C16
YEBKUM_clean.cif,Yb16O128C64
YEBLAT_clean.cif,La4O40C20
YEDKOI_clean.cif,O26C48Cr6
YEDKUO_clean.cif,O26C84Cr6
YEDLAV_clean.cif,O26C72Fe6
YEFNEC_clean.cif,Cd8C32
YEFNOM_clean.cif,Cd8C32
YEFPEE_clean.cif,Cd8C32
YEGCUJ_clean.cif,H72Pd12C96N48O24
YEGDAR_clean.cif,Mn6H122C128N16O24
YEGHIC_clean.cif,C144N144Mo18Nd18
YEGKOM_clean.cif,Zn4H24C16N32
YEGRAD_clean_h.cif,Cd8Ag16C128N48H110
YEGTAG_clean.cif,Ag4H18C24O12
YEGTEK_clean.cif,Cd12H72C96O48
YEHGID_clean.cif,Fe48H652C936N96O208
YEKQOW_clean.cif,Zn52H104C288O254
YEKWOC_clean.cif,Eu12H144C252N12O72
YEKXET_clean.cif,Zn12H56C104N16O48
YEKXOD_clean.cif,Cu8H72C112N8O32
YEKXUJ_clean.cif,C112H80O32Cu8N8
YELYOE_clean.cif,Cd20H16C80N32O64
YEMFOM_clean.cif,Zn18P24O96H18
YEMJAC_clean.cif,Dy4H12C36O24
YEMLOS_clean.cif,Fe2P4H24C12N4O12
YEMLUY_charged.cif,Co16P12H132C72N12O60
YEMMAF_clean.cif,Ni18P18O54N18C54
YENLUA_ion_b.cif,C312H168Mn16N48O152Cu24Na8
YEPCUS_clean.cif,N48C120H96Ag12
YEPDAZ_clean.cif,N48C120H96Ag12
YEQRER_clean.cif,Yb2K2Pt4C16N16
YEQRIV_clean.cif,Eu2K2Ni4C16N16
YERJEL_clean.cif,Ni4H64C96N8O20
YEVQOG_clean.cif,Ag48H288C240N96
YEVQUM_manual.cif,Ag240N480C1200H1440
YEYCUC_SL.cif,H124C144O32Zr6
YEYFEP_clean.cif,Ho8H56C84N4O32
YEYLUJ_clean.cif,Ag8N32C160H128
YEYMEU_clean.cif,C24H16Ag2N8
YEYVOO_manual.cif,N480C1200Ag240H1440
YEYYAC_clean.cif,Co12P12H144C108O72
YEZFIU_clean.cif,Zn6H48C36N48O6
YEZKEV_clean.cif,Cr3Co3H60C72N12O6
YEZKIZ_clean.cif,Cr3Ni3H60C72N12O6
YEZKOF_clean.cif,Co3Mo3H60C72N12O6
YEZKUL_clean.cif,C216H180N36O18Mo9Ni9
YEZSEC01_clean.cif,C384H384O480Gd32Mn32
YIBMON01_clean.cif,Zn4O24C60H28
YIBMUT_clean.cif,Cd4O24C60H28
YICDAR_clean.cif,Mg18O72C90N36H18
YICGOI_clean.cif,Co4H112C164N16O16
YICREI_clean.cif,H16Pb4C32O16
YICTUZ_clean.cif,Np8C12O28
YIGFIF_clean.cif,Na4Mo12P6H12C10N2O46
YIJYUN_clean.cif,Zn8N8O32C84H64
YIKJOT_clean.cif,Ag96H384C384N576
YIKJUZ_clean.cif,Ag96H384C384N576
YIKLUZ_SL_part.cif,Zn8P8C24O40H32
YILJAG_clean.cif,Zn8H56C56N16O10
YILJUA_clean.cif,Cd6O40C112H64
YILKAH_clean.cif,Cd6C112H64O40
YINCEF_clean.cif,Mn6H44C84O32
YINCIJ_clean.cif,Mn6H44C84O32
YINCOP_clean.cif,Mn6H44C84O32
YINCUV_clean.cif,Mn10H88C168O64
YINDOQ_clean.cif,Mn12H96C168O72
YINPEQ_clean.cif,Cd8Cl8O32C64H32
YINXIE_clean.cif,Cu3C42H30N18O12
YIPDOR_clean.cif,C72H64N24Cu2
YIRHOY_clean.cif,P24O84Er16
YISFEL_clean.cif,Sr4Cu2C12O24
YITHIU01_clean.cif,Ce4O36H24C16S2
YITHIU_clean.cif,Ce4O32H16C16S2
YITHOA01_clean.cif,Ce4O32H16C16S2
YITHOA_clean.cif,Ce4O32H16C16S2
YIVNIC_clean.cif,V8Cu4H48C60N12O16
YIVZIO_clean.cif,Pr6Si4H64C112N2O38
YIVZOU_clean.cif,Pr8Si8C224H128O64
YIWBEN_clean.cif,Cd4H72C104N8O16
YIWLEV_clean.cif,Cd3C8N6
YIWLIZ_clean.cif,Cd9C24N18
YIWLUL_clean.cif,N12C16Cd6
YIWMEW_clean.cif,Cd6C16N12
YIWMOG_clean.cif,N24C32Cd12
YIWMUM_clean.cif,N24C32Cd12
YIWNAT_clean.cif,N24C32Cd12
YIWNIB_clean.cif,Cd6C16N12
YIWNOH_clean.cif,Cd6C16N12
YIWPAV_clean.cif,Cd6C16N12
YIWPEZ_SL_part.cif,Cd6C16N12
YIWPID_clean.cif,N24C32Cd12
YIXFIW_clean.cif,Sm4O32C64H36Cl4
YIXFOC03_clean.cif,Eu8Cl4C96H52O48
YIXYUB_clean.cif,Cd8H56C72N24O24
YIXZEL_clean.cif,Zn18P16O64
YIXZEM_clean.cif,Cd8O24H56N24C72
YIYHAQ_clean.cif,Zn6N18C108H108
YIZGEV_clean.cif,Si16P8Al24O96
YIZGIZ_clean.cif,P24Al24O96
YIZGOF_clean.cif,P24Al24O96
YIZWIN_clean.cif,Cd8Ni8N48C56
YOBYAR_clean.cif,Zn8Ni8H80C176O64
YOBYEV_clean.cif,Co12Zn20O128C352H160
YOCCIE_clean.cif,Zn32H128C240O112
YOCDUR_clean.cif,Zn16H80C176O64
YOCLEJ_clean.cif,Cu12H24C72O48
YOCLIN_clean.cif,Cu12H24C72O48
YOCMAF_clean.cif,Dy4H12C18O24
YOCNAH_clean.cif,O36C66H54Cu6
YOCSEQ_clean.cif,Gd2H6C12O14
YODRAM_clean.cif,Co9H72C108N18O38
YODWOF_clean.cif,Zn28O96C312H120
YODWUL_clean.cif,O120N24H144C288Zn28
YOFGOR_clean.cif,Mn8H28C52O32
YOFXEY_clean.cif,N176C352H336B16Mn16O32Cu8
YOFXIC_clean.cif,N176C352H336B16Mn16O32Cu8
YOGKOW_clean.cif,O72C270H126Zn18
YOGVEX_clean.cif,N48C24H24Zn2
YOJMAN_clean.cif,W72O220P8Co22Na4N84C56H60K8
YOKKIU_clean.cif,Co16C144H80N24O48
YOLGUB_clean.cif,Cu18N22C38
YOMBAE_charged.cif,Cu2Mo10P4H36C40N8O46
YOMHAK_clean.cif,Fe4Na4O32N8C40H48
YOMNIZ_clean.cif,N72Ru4Na4
YOMVIG01_clean.cif,Al24P24O96
YOMVIG_clean.cif,Al16Co8P24O96
YOMZIL_clean.cif,Ag6S6P8C166H178
YONNAR_clean.cif,Zn48H136C360O176
YONNUL_clean.cif,Zn8H128C172N8O48
YOPMAS_clean.cif,Co6H44C76N8O24
YOPNUO_clean.cif,N8C88H80Cd8O32
YOPPAW_clean.cif,Cd4O16N6C56H46
YOPQEB_clean.cif,Co8O40H40N4C88
YOQLAT_clean.cif,Ba12Fe8O104C48
YOQYEK_clean.cif,O12C18Ca2H6
YOQYOT_clean.cif,Cd8O16C80H80N48
YORGOD_clean.cif,Zn4O20C110H72N8
YORLEY_clean.cif,Au54Ag54P54N108C927H810
YORNIE_clean.cif,O16C48H32Co4
YORZAH_clean.cif,Sr12H32C64N8O56
YOTROQ_clean.cif,C336H520N24O104Fe12Co12
YOTRUW_clean.cif,Ba12V8O96H16C40
YOTSAD_clean.cif,Ba12V8O96H16C40
YOTXOW_clean.cif,Al12O60N8C64
YOVPEG_clean.cif,Co4C188H128N24O20
YOVXEO_clean.cif,Co4P4N12C156H112O4
YOYBUL_clean.cif,Zn2O8C68H44N8
YOYNUX_clean.cif,O12N24C126H78Ni4
YOYPAF_clean.cif,O12N24C126H78Ni4
YOYPEJ_clean.cif,O12N24C126H78Ni4
YOYPIN_clean.cif,O12N24C126H78Co4
YOYPOT_clean.cif,O12N24C126H78Co4
YOYPUZ_clean.cif,O12N24C126H78Co4
YOYQAG_clean.cif,N24C126H78O12Co4
YOYQEK_clean.cif,O12N24C126H78Co4
YOYQIO_clean.cif,Mn8O24N48C252H156
YOYQOU_clean.cif,Mn8O24N48C252H156
YOYQUA_clean.cif,O12N24C126H78Mn4
YOYRAH_clean.cif,O12N24C126H78Mn4
YOYREL_clean.cif,O12N24C126H78Mn4
YOYRIP_clean.cif,O12N24C126H78Mn4
YOYSUB_clean.cif,N16C8H8Ag4
YOYTOX_clean.cif,N72C144H72Ag18Fe9
YOYTUD_clean.cif,N72C144H72Ag18Fe9
YOYVAL_clean.cif,N72C144H72Ag18Fe9
YOYVEP01_clean.cif,N72C144H72Au18Fe9
YOYVOZ01_clean.cif,N72C144H72Au18Fe9
YOYVOZ_clean.cif,C144N72H72Au18Fe9
YOYWEQ01_clean.cif,C144N72H72Au18Fe9
YOYWEQ_clean.cif,N72C144H72Au18Fe9
YOYZET_clean.cif,Co4B8H200N72C204Cu16O64
YOZBAS_clean.cif,H3264C1632N544Ag136
YOZBOF_SL.cif,Zn24H216C264N120O48
YOZCAS_manual.cif,Zn24H144C240Br24N120O48
YOZJEE01_clean.cif,N72C144H72Ag18Fe9
YOZJEE_clean.cif,N72C144H72Ag18Fe9
YOZKOP_clean.cif,N36H96C120O24Cu6
YOZNAE_clean.cif,O192Cu48C288H96
YOZQAG_charged.cif,Zn14H72C168S12O78
YOZQEK_clean.cif,Zn12S10O64C140H60
YOZROW_clean.cif,N32C80H48O32Co12Cl8
YOZRUC_clean.cif,Co4O16N8C24H16
YOZSAJ_clean.cif,Co4O16N8C24H16
YOZYOD_clean.cif,Zn12O64H56C128
YOZYUJ_clean.cif,Zn20O104C192H72
YUBFOR_clean.cif,Zn6H36C24N18
YUBGIN_clean.cif,U4O18C32H20
YUBGUZ_clean.cif,U4O18C32H24N4
YUBHAG_clean.cif,U8O40C64H32
YUBQET_clean.cif,Co4O16N36H84C132
YUBTUM_clean.cif,Fe27O147C132H210
YUCGOS_clean.cif,Na12O104La8S16C112Tb4
YUCNEQ_clean.cif,Co2H4C8O8
YUCZOM_clean.cif,Fe2H18C22N4O4
YUDFEK_clean.cif,Gd8C168H48N48O144
YUDFIO_clean.cif,Gd8C168H48N48O144
YUDFOU_clean.cif,Gd8C168H48N48O144
YUFLIW_clean.cif,Mg8O68H40C64
YUFLOC_clean.cif,Sr3O18C24H12
YUGLES_clean.cif,Cu6H18C54O24
YUGZIK_clean.cif,Zn8H136C224N24O16
YUHHIU_clean.cif,O24C32H16Ca4
YUJCOX_clean.cif,Zn10O36C40H8
YUJNIB_clean.cif,Sr16H32C32N64O48
YUJNOH_clean.cif,Sr8C16N32O16
YUKCAJ_clean.cif,N16C48H40Cu2
YUKJUL_clean.cif,Eu2Zn2N4C30H12O20
YUKKAR_clean.cif,Mn2H20C30N2O12
YUKKAS_clean.cif,Tb2Zn2N4C30H12O20
YUKTUU_clean.cif,O24C12H12Mn4
YUKVAC_clean.cif,O24C12H12Fe4
YUKVEG_clean.cif,O24C12H12Co4
YUKVIK_clean.cif,O24C12H12Ni4
YUKVUW_clean.cif,O24C12H12Zn4
YUKWOS_clean.cif,Pr2Zn2N4C30H12O20
YUKWUY_clean.cif,Nd2Zn2N4C30H12O20
YUKXAF_clean.cif,Ho2Zn2N4C30H12O20
YUKXEJ_clean.cif,Er2Zn2N4C30H12O20
YULBAJ_clean.cif,O64Al16P16
YULNOK_clean.cif,Cu12O52N12H136C132Na6
YUMFES_clean.cif,Co6H60C108S12N24O24
YUMFUJ_clean.cif,La8O48C168
YUMJAS_clean.cif,Ba4Mo24P16O100H20Ca2
YUMKAU_clean.cif,C80H56Cd12N24O16
YUMYUC_clean.cif,N24C12H24O6Cu6
YUNJEX_clean.cif,N16C28Cu4H28O4
YUNJIB_clean.cif,Cu4O4H28N16C28
YUNJUO_clean.cif,C34H20O8Ca1
YUNKAV_clean.cif,C34H20O8Ca1
YUNKIC_charged.cif,Cu16H112C112N64O12Si12F72
YUNXAI_clean.cif,Yb6O48N48C240H192
YUPSIM_clean.cif,Pr8H68C96N20O72
YUQNAB_clean.cif,Ag6N16S8C128H96
YURJUR_clean.cif,Ce3H36C84S6O36
YURKAY_clean.cif,Dy4H36C84S6O36
YURKEC_clean.cif,La8H72C168S12O72
YURKIG_clean.cif,Pr8H72C168S12O72
YUSGID_clean.cif,Zn4H40C56S2N4O16
YUSGOJ_SL.cif,Zn4H40C56S2N4O16
YUSWEP_manual.cif,O384C1968H1152Cu96
YUSWEQ_clean.cif,O60C72Dy8H24
YUSWIU_clean.cif,Dy8O60C72H24
YUTDUO_clean.cif,P12Al16Si6O66
YUTGEZ_clean.cif,Sn12C60N24Fe4
YUVGOL_SL.cif,H96C156Zn12N60
YUWHOO_SL.cif,H44C42N28Ga4
YUWKEH_clean.cif,Nd8H96C120O48
YUWKIL_clean.cif,Sm8H96C120O48
YUXLEJ_clean.cif,Ag54O108C702H486N108Al18
YUXLIN_clean.cif,Ag54O108C702H486N108Ga18
YUXMUZ_clean.cif,Ag4C28N8H40
YUXQIS_clean.cif,Cd6H78C108N18O24
YUXQOY_clean.cif,Cd4H52C72N12O16
YUYBIF_clean.cif,Cd8N32O32S8C104H80
YUYGOQ_clean.cif,Cd10C168H96N8O48
YUYLIP_clean.cif,Cd10O48C168H96N8
YUYLOV_clean.cif,Cd6C168H96N8O48
YUZBIG_clean.cif,Zn6N48H36C30
YUZBUS_clean.cif,Zn6N48H36C30
YUZCAZ_clean.cif,Zn6N48H36C30
YUZCED_clean.cif,Zn6N48H36C30
YUZCON_clean.cif,Mo288P144O816Zn24
YUZJOU_clean.cif,C160H128N32Cu8
YUZPEQ_clean.cif,Zn48O224H416C768N160
YUZPIU_clean.cif,C864H480Zn48O224N144
YUZPOA_clean.cif,Zn48O224H272C576N144
YUZRAO_clean.cif,C98H70Co6N8O24
YUZRES_clean.cif,C98H70Co6N8O24
YUZSUH01_clean.cif,P8O36V8
YUZSUH_clean.cif,P8O36H4V8
YUZXAT_clean.cif,Zn4H64C82N8O24
ZABQIC_ion_b.cif,Ag6S4F12O12N18C202H90
ZACCUB_clean.cif,Ga16P20O80
ZACHIX_clean.cif,O192Cu48C288H96
ZADDAJ_clean.cif,Li4Fe2C12O24
ZAFXAI_clean.cif,Y24O128C96H48
ZAGHAT_clean.cif,O12C12H18Sc3
ZAHLEC_clean.cif,O32N32C160H112Cu12
ZALDUO_clean.cif,N32C32W4Ni8
ZALGEB_clean.cif,Eu2Mo12Na2O40N2C16H14Al2
ZALMIL_clean.cif,Co5O18H32N4C34
ZALREM_clean.cif,C84H44Cd4O40
ZAQWEW_clean.cif,Cd20O128H112C256K8
ZAQZOG_clean.cif,V28P32O144H24
ZARFOQ_clean.cif,Zn16C72H60O28N80S4
ZARLEL_clean.cif,Zn12H120C264O48
ZARLIP_clean.cif,Zn10H90C198O40
ZARLUB_charged.cif,Zn12H88C112N16O48
ZARMAI_charged.cif,Zn12H80C96N16O48
ZARPUF_clean.cif,U6P12H12C6O36
ZARQAM_clean.cif,K4U12P16H16C8O60
ZARTAP03_clean.cif,Fe2H18C24N24
ZARVIZ_clean.cif,Sb24Fe16Mn12O176C96H48
ZARZAV_clean.cif,Zn4H48C80N8O16F16
ZASJAG_clean.cif,Cd2H28C48N4O8
ZASTUK_clean.cif,Mn4H40C56O24
ZASWOF_clean.cif,Np4C8O16
ZAVMIU_clean.cif,Mn8Ru12C24O72
ZAVPET_clean.cif,La8C120H48N8O72
ZAVPIX_clean.cif,Ce4H24C60N4O36
ZAVPOD_clean.cif,Pr8C120H48N8O72
ZAVPUJ_clean.cif,Nd8C120H48N8O72
ZAVQAQ_clean.cif,Sm8C120H48N8O72
ZAVQEU_clean.cif,Eu8C120H48N8O72
ZAVQIY_clean.cif,Gd8C120H48N8O72
ZAVQOE_clean.cif,Tb8C120H48N8O72
ZAVQUK_clean.cif,Dy8C120H48N8O72
ZAVRAR_clean.cif,Ho8C120H48N8O72
ZAVREV_clean.cif,Er8C120H48N8O72
ZAVRIZ_clean.cif,Tm8C120H48N8O72
ZAWLEQ_clean.cif,Cl4Ca4O12C8N8
ZAXQOG_clean.cif,N48C112H80Cu8
ZAXQUM_charged.cif,Cu8H80C112N48B12F48
ZAXWAY_clean.cif,O8C24H24N4Eu1Ag1
ZAXWEC_clean.cif,O8C24H24N4Ag1Yb1
ZAYJOA_charged.cif,Ce8H56W48C40N24O204
ZAYKAN_charged.cif,Nd8H56W48C40N24O204
ZAYKER_charged.cif,Sm8H56W48C40N24O204
ZAZBUZ_clean.cif,Cu2H8C16O8
ZAZNUL_clean.cif,Al768P768O3072
ZEBMAW_clean.cif,Ce4Si4H68C112O32
ZECKID_clean.cif,Cu4H24C24N8O8
ZECKOJ_clean.cif,Cu4H24C24N8O8
ZEDHIB_clean.cif,Zn12H84C108N12O40
ZEDLOL_clean.cif,C108H80N16O24Cd4
ZEDQEG_clean.cif,Ca16H16C48S16O64
ZEDQOQ_clean.cif,Sr16H32C48S16O80
ZEDRAD_clean.cif,Ba4H4C12S4O16
ZEDROR_clean.cif,Zn8H96C108N16O32
ZEDVOV_charged.cif,Nd4H108C156O48N20
ZEDVUB_charged.cif,Sm8H216C312O88N40
ZEDWAI_charged.cif,Tb8H216C312O88N40
ZEDZAL01_clean.cif,C162H90O36Pr6
ZEDZAL_clean.cif,Pr6H90C162O36
ZEFLAZ01_clean.cif,Br16Co8N16O36H56C96
ZEFVEN_clean.cif,Sm4Co6H32C80N16O48
ZEFVIR_clean.cif,Pr4Co6H32C80N16O48
ZEFVOX_clean.cif,Nd4Co6H32C80N16O48
ZEGSUB_clean.cif,Ca24H224C196O84
ZEHCAQ01_clean.cif,Zn16P16O64H8
ZEHCAQ02_clean.cif,Zn16P16O64
ZEHCAQ_clean.cif,Zn16P16O64H8
ZEJCUO_clean.cif,Mn8P8H8C16S4O24
ZEKRIS_clean.cif,Li8H12C32N4O16
ZEKROY_clean.cif,K8H96C176N72
ZELQAK_clean.cif,Zn32H112C288N48O128
ZELROZ_manual.cif,Zn4H24C42O19
ZERNIV_clean.cif,Tb4H50C78N6O28
ZERNOB_clean.cif,Ho4H50C78N6O28
ZERNUH_clean.cif,Dy4H46C78N6O26
ZERQOE_clean.cif,Ca4H32C56S4O24
ZETLER_clean.cif,Zn8O40N8C192H128
ZETMOC_clean.cif,Eu4Cd8H8C40N16O32
ZETPUL_clean.cif,Dy16H120C96N24O96
ZETQAS_clean.cif,Tb16H120C96N24O96
ZETQEW_clean.cif,Eu16H120C96N24O96
ZETQIA_clean.cif,Nd16H120C96N24O96
ZEVXAB_clean.cif,Cu16C768H384N96
ZEXKUK_clean.cif,Co2H32C48N4O10
ZEZFIV_clean.cif,Zn8Na16C216H104N48O120
ZEZPAX01_clean.cif,Dy2O14N6C24H12
ZEZPAX_clean.cif,C48H24O32N12Dy4
ZEZPEB_clean.cif,C48H24N12O32Tb4
ZEZPOL_clean.cif,Eu2H12C24N6O14
ZEZPUR_clean.cif,Dy2H18C36N6O12
ZEZQAY_clean.cif,Tb2H18C36N6O12
ZEZQEC_clean.cif,Gd2H18C36N6O12
ZEZQIG_clean.cif,Eu2H18C36N6O12
ZIBRAD_clean.cif,Cu32N96C480H384
ZICCIZ_clean.cif,Cd16Co3N12C156H60O48
ZIDBEV_clean.cif,C32H48N24Cu8O2
ZIDDIB_clean.cif,In16H72C168N24O96
ZIDNEH_clean.cif,In16H320C576N32O64
ZIDVAL_clean.cif,Mn6H88C128S4N20O32
ZIGFIG_clean.cif,O192C288H96Cr48
ZIGWUJ_clean.cif,Mn12H52C88S12N4O52
ZIHFUR01_clean.cif,N16C112H64Ag4
ZIHFUR_clean.cif,N16C112H64Ag4
ZIHTEP_clean.cif,Li6Co2H42C28N16O6
ZIJSAO_clean.cif,O96C528H288Tb12
ZIJVAR_clean.cif,Co6H84C132N32O24
ZIJVOF01_clean.cif,Cu8H48C48N16O16
ZIJVOF02_clean.cif,Cu8H48C48N16O16
ZIJVOF_clean.cif,Cu8H48C48N16O16
ZIKCED_clean.cif,Zn16O64N24H144C224
ZIKJIO_clean.cif,Cu4H30C48N2O16
ZIKJOU_clean.cif,Cu4H30C48N2O16
ZILBAZ_clean.cif,Co3H48C72N6O12
ZILBED_clean.cif,Co4H64C96N8O16
ZILBIH_clean.cif,Co8H128C192N16O32
ZILFOR_manual.cif,C216H120N8O64Cu16
ZIMJOW_clean.cif,Ce4H22C40N6O36
ZIMLAK_clean.cif,Er16O64N16C112H48
ZIMLEO_clean.cif,Dy16O64N16C112H48
ZIMLIS_clean.cif,Tb16N16C112H48O64
ZIMLOY_clean.cif,W48Ce16N16C112H48O200K4B4
ZIMLUE_clean.cif,O200N16La16C112H48W48K4B4
ZIMTAS_clean.cif,Cu8Si4H64C112N64Cl2
ZINDAD_clean.cif,Zn24H96C216N48O96
ZIQJEQ_clean.cif,N96C192H192Cu8
ZISFEO01_clean.cif,Mn4H24C36O16
ZISFEO_clean.cif,Mn4C36H24O16
ZISYAD_clean.cif,Cu4H64C90I4N8
ZITRUP_clean.cif,Zn4Li4C16N16
ZITWIK_clean.cif,N36Cd4
ZIWLUO_clean.cif,Zn18O54N84H144C252
ZIWMEZ_clean.cif,Ag8N24C64H48
ZIWTII_clean.cif,N16C24H48Ag4
ZIYPUU_clean.cif,Cd2H16C22N6O8
ZIYQAB_clean.cif,Cd4H36C44N24O16
ZIZTOT_clean.cif,U3C18H24O18P6
ZNGLUD01_clean.cif,Zn4H28C20N4O16
ZNGLUD_clean.cif,Zn4H28C20N4O16
ZOBYOG_clean.cif,C240H112N32O64Zn16
ZOFZIF_clean.cif,Mn16O64C144H56N24
ZOFZOL_clean.cif,Co8O32C72H28N12
ZOFZUR_clean.cif,Mn36O144C432H270N18
ZOHBEF_clean.cif,Pr4C36H20N4O24
ZOHBIJ_clean.cif,Eu4C36H20N4O24
ZOHBOP_clean.cif,Tb4O24N4C36H20
ZOHBUV_clean.cif,Er4C36N4O24H20
ZOHFUZ_clean.cif,O192C288Fe48H96
ZOMKAP01_clean.cif,Tb4C24O24
ZOMKAP_clean.cif,Tb4O24C24
ZOMNEW_clean.cif,C28H36N8O4Zn2Mo2
ZOMNIA_clean.cif,C28H36N8O4Mo2Zn2
ZOMNUM_clean.cif,C28H36N8O4Zn2Cr2
ZOMPAU01_clean.cif,Eu4C24O24
ZONBAH_clean.cif,Zr4C32O20H16
ZOTKAW_clean.cif,Er4H112C176N32O32
ZOXFAV_charged.cif,Cd2H48C60N28O12
ZOXFEZ_clean.cif,N48C120H96Cd4
ZOXGOK_clean.cif,Cu8O32C64H24
ZOXGUQ_clean.cif,Ni16O64N48C272H168
ZOXNEH_clean.cif,Cd4H8C24S4O20
ZOXTEN_clean.cif,Ho4Zn4H28C48N16O32
ZOXTIR_clean.cif,Er4Zn4H28C48N16O32
ZOXTOX_clean.cif,Yb4Zn4H28C48N16O32
ZOXTUD_clean.cif,Tb4Co4H28C48N16O32
ZOXVEP_clean.cif,Dy4Co4H28C48N16O32
ZOYKAB_clean.cif,Mn8O32C64H32
ZOYKEF_clean.cif,Mn4O20H16C32
ZOZCIC_clean.cif,U4O24C72H84
ZOZHON_clean.cif,O192N96C576H288Pr16Co16
ZOZKAC_clean.cif,Mn8O32C64H32
ZOZKEG_clean.cif,Mn16S20O120H164C280
ZOZPUB_clean.cif,Co14O36N36C120H108
ZOZSEO_clean.cif,O16C112N32H72Ni4
ZUBCEG_clean.cif,Ba12Fe8O104H16C48
ZUBFIN_clean.cif,Zn48O192N192C864H512
ZUCKIT_clean.cif,O384C2304H1728Y96
ZUDPIZ_clean.cif,Mn8S4O32N24C200H120
ZUDQEW_clean.cif,Cd6C48N4O24H36
ZUDQUM_clean.cif,Mn8O56C72H32
ZUDRAT_clean.cif,Mn24O104C144H48
ZUDXAZ_clean.cif,N20C4H8F7Fe5O1
ZUGDEM_clean.cif,Zn12C92H40N20O48
ZUHSEC_clean.cif,Ba8O40C48N16H32Cu4
ZUKNAW_clean.cif,Cu16I16Mn8Mo48O96N16C144H160
ZULVEJ_clean.cif,P8Be6O32H8
ZUMNAY_clean.cif,C40H20Cd6O28
ZUNZIT_clean.cif,C36N6H18O12Tb2
ZUPBET_clean.cif,O12C36H18Eu2N6
ZUQMAB_clean.cif,C148H112Co8N36O44
ZURLAB_clean.cif,Cd8N24C136O40H92
ZURQOS_clean.cif,Cd1Ni1H10C12N6
ZURROT_clean.cif,Cd2Ni2H24C24N12
ZUSBIA_clean.cif,Zn8C64H40N24O16
ZUSBOG_clean.cif,Zn4C32H20N12O8
ZUTBIB_clean.cif,Ga6P6O24F2
ZUTBUN_clean.cif,Ga28P32O136
ZUVTEP_clean.cif,C24O30H24La4
ZUWXUM_clean.cif,O96C144H48In12
ZUXPOZ_clean.cif,U4O16C32H16
ZUZZEB_clean.cif,Yb32N24O128H296C456
ac403674p_si_001_clean.cif,Zn6H102C72Br6N12O12
acs.cgd.5b01686_WAHFUJ1434675_clean.cif,Cu4O24N20C72H44
acs.cgd.6b00463_OLOMUZ1451936_clean.cif,Ag72Ca36S72N72O144C432H216
acs.chemmater.6b02817_cm6b02817_si_004_clean.cif,Fe24O104C192H72N24
acs.chemrev.6b00346_cr6b00346_si_001_clean.cif,C120N48O12Zn18
acs.inorgchem.5b02108_ic5b02108_si_002_clean.cif,O40C64H32Ga8
acs.inorgchem.5b02973_ic5b02973_si_002_clean.cif,F18O12N6C90H54Cu3
acs.inorgchem.6b00081_ic6b00081_si_001_clean.cif,N180C432H288Ni18
acs.inorgchem.6b00433_ic6b00433_si_002_clean.cif,N24C72H48Cu2
acs.inorgchem.6b00894_ic6b00894_si_002_clean.cif,Zn12O48C280N32H192
acs.inorgchem.6b00894_ic6b00894_si_003_clean.cif,C280H192N32Cd12O48
acs.inorgchem.6b01569_ic6b01569_si_002_clean.cif,Ni8O32N16C144H128
acs.inorgchem.6b01740_ic6b01740_si_002_clean.cif,C624H384N240S48Co24
acs.inorgchem.6b02407_ic6b02407_si_002_clean.cif,C80H24O32Li4Zn4
acs.inorgchem.6b02407_ic6b02407_si_003_clean.cif,C160H48Li8O64Zn8
acs.inorgchem.6b02413_ic6b02413_si_002_clean.cif,Tb24O128C336H224
acs.inorgchem.6b02514_ic6b02514_si_002_clean.cif,Cu12N44C28H40
