REFCODE,DOI,CCDC
TIKMEH,10.1039/C3CE41073K,
TIKMUW,10.1021/cg070043s,
TIKXER,10.1021/cg060836z,
TILDIC,10.1080/00958970701194074,
TIMMIM,10.1039/b706183h,
TINFIH,10.1039/C3CE41655K,
TIPZOJ,10.1002/ejic.201300798,
TIQGEG,10.1021/cm071005z,
TIQGEG01,10.1021/cm071005z,
TIQGIK,10.1021/cm071005z,
TIQGUW,10.1021/cm070930i,
TIQHAD,10.1021/cm070930i,
TIQHEH,10.1021/cm070930i,
TIQHIL,10.1021/cm070930i,
TIRLIQ,10.1007/s10870-007-9244-3,
TIRQOB,10.1021/ic701507r,
TIRRIW,10.1021/ic7013573,
TISGUY,10.1021/cg070602v,
TISHAF,10.1021/cg070640e,
TISJOW,10.1021/cg401212s,
TISKOW,10.1021/cg070593q,
TISLIR,10.1021/cg070593q,
TISNEQ,10.1021/cg400934z,
TISPAO,10.1021/cg401304x,
TISWEZ,10.1021/cg4008735,
TIVFAG,10.1021/cm071005z,
TIVFEK,10.1021/cm071005z,
TIVFIO,10.1021/cm071005z,
TIVHAJ,10.1021/ja4032049,
TIVXOM,10.1021/cg070143y,
TIVYAZ01,10.1021/cg701081s,
TIXCEK,10.1039/C3DT53388C,
TIXVON,10.1016/j.ica.2013.12.013,
TIZVED,-,y
TIZVED01,10.1021/ic9707725,
TIZVIH,-,y
TIZVIH01,10.1021/ic9707725,
TOFTIT,10.1016/j.inoche.2014.04.027,
TOHPUC,10.1002/chem.200800666,
TOHSAL,10.1021/ja804944r,
TOHYUL,10.1039/b812645c,
TOHZAS,10.1039/b812645c,
TOKDON,10.1016/j.molstruc.2008.06.007,
TOLGOR,10.1039/b810121c,
TONBII,10.1039/b814180k,
TONBOO,10.1039/b814180k,
TONBUU,10.1039/b814180k,
TONLOY,10.1039/b814524e,
TONQOD,10.1021/ic8018452,
TORJAN,10.1039/C4DT02396J,
TORJER,10.1039/C4DT02396J,
TORJOB,10.1039/C4DT02396J,
TORKAO,10.1039/C4DT02396J,
TORPUN,10.1039/C4CC06729K,
TOTVOP,10.1039/C5CE00939A,
TOTVUV,10.1039/C5CE00939A,
TOVGAO,10.1021/ja5111317,
TOVHUJ,10.1038/ncomms6723,
TOVJAP,10.1021/ic960218f,
TOVJIZ,10.1038/ncomms6723,
TOVJOF,10.1038/ncomms6723,
TOVJUL,10.1038/ncomms6723,
TOVKEW,10.1038/ncomms6723,
TOVKIA,10.1038/ncomms6723,
TOVKOG,10.1038/ncomms6723,
TOVWIM,10.1039/C4CE01837K,
TOWLOI,10.1038/ncomms6723,
TOWNAW,10.1038/ncomms6723,
TOWNEA,10.1038/ncomms6723,
TOWNOK,10.1038/ncomms6723,
TOWPAY,10.1038/ncomms6723,
TOWPEC,10.1038/ncomms6723,
TOWXEK,10.1002/chem.201406098,
TOXHAR,10.1002/chem.201406098,
TOXHEV,10.1002/chem.201406098,
TOXHIZ,10.1002/chem.201406098,
TOXNAX,10.1038/nchem.2114,
TOXNIF,10.1038/nchem.2114,
TOZHAR,10.1021/cm950594i,
TUBCEA,10.1016/j.ica.2014.12.002,
TUBJAD,10.1016/j.ica.2014.12.001,
TUBLIN,10.1016/j.molstruc.2014.12.014,
TUCJAD,10.1016/j.inoche.2009.06.007,
TUDHUW,10.1002/anie.200902643,
TUDJAE,10.1002/anie.200902643,
TUDJEI,10.1002/anie.200902643,
TUDJIM,10.1002/anie.200902643,
TUDJOS,10.1002/anie.200902643,
TUDJUY,10.1002/anie.200902643,
TUDKAF,10.1002/anie.200902643,
TUDKEJ,10.1002/anie.200902643,
TUDMAH,10.1002/anie.200902836,
TUDMEL,10.1002/anie.200902836,
TUDQOZ,10.1039/b907839h,
TUGSOE,10.1016/j.ica.2009.05.061,
TUGSUK,10.1016/j.ica.2009.05.061,
TULLIW,-,y
TUMGOX,-,y
TUMGUD,-,y
TUSGUJ,10.1002/anie.200390106,
TUTHOG,10.1002/chem.200903129,
TUTJAU,10.1002/chem.200903129,
TUTZOX,10.1021/ja028996w,
TUTZUD,10.1021/ja028996w,
TUVDIX,10.1002/anie.200390248,
TUVDOD,10.1002/anie.200390248,
TUVDUJ,10.1002/anie.200390248,
TUWPIL,10.1016/j.poly.2010.01.034,
UBACOR,10.1021/ic2004485,
UBACUX,10.1021/ic2004485,
UBIPAY,10.1002/chem.201101321,
UBOGAV,10.1021/cg200978y,
UBULIO,10.1039/c1cc14893a,
UBULUA,10.1039/c1cc15053g,
UBUMAH,10.1039/c1cc15594f,
UBUROY,10.1016/S1387-7003(01)00241-6,
UCEXAC,10.1021/ic0518881,
UCEXEG,10.1021/ic0518881,
UCEXIK,10.1021/ic0518881,
UCEXOQ,10.1021/ic0518881,
UCOCUM,10.1021/ja203695h,
UCOJAZ,10.1021/ja2079064,
UCOJED,10.1021/ja2079064,
UCOXOZ,10.1021/ic015518y,
UDANAQ,10.1021/ic200937u,
UDEMEW,10.1002/anie.200460592,
UDEPIE,10.1039/C3DT51203G,
UDICAN,10.1002/chem.201301139,
UDIDAO,10.1039/C3CE40869H,
UDIHIZ,10.1039/b703230g,
UDIHOF,10.1021/ic070338v,
UDOVUG,10.1039/C3CE40673C,
UFANEV,10.1021/ja0701917,
UFASAW,10.1021/cg700979r,
UFASEA,10.1021/cg700979r,
UFATEA01,10.1002/ejic.201201461,
UFEVIL,10.1039/B803236J,
UFEXEJ,10.1039/b804490b,
UFEXIN,10.1039/b804490b,
UFIREI,10.1039/C3TA11840A,
UFOFIF,10.1246/bcsj.81.992,
UFUMUD,10.1039/b200213b,
UFUMUD01,10.1016/S0020-1693(03)00215-9,
UFUMUD02,10.1039/c2cc33831a,
UFUNAK,10.1039/b200213b,
UFUQIV,10.1039/b202588d,
UFUTIY,10.1016/S0020-1693(02)00699-0,
UGAQEY,10.1016/S0020-1693(02)00705-3,
UGEPEB,10.1039/b201501n,
UGEPEB01,10.1021/ic050024c,
UGOSOY,10.1021/ic025559+,
UGUGUZ,10.1039/b900618d,
UGUHAG,10.1039/b900618d,
UGUHEK,10.1039/b900618d,
UGUQOC,10.1107/S1600536802015994,
UHADAI,10.1023/A:1020509403583,
UHAXUW,10.1021/cg025551a,
UHISOU,10.1039/b819559e,
UHUPET,10.1126/science.1175441,
UJAQAY,10.1039/c0ce00268b,
UJAQEC,10.1039/c0ce00268b,
UJAQUS,10.1039/c0ce00268b,
UJARAZ,10.1039/c0ce00268b,
UJEDIX,10.1246/cl.2010.1212,
UJEFOE,10.1039/B302140H,
UJEFOE01,10.1002/ejic.200400176,
UJIZET,10.1107/S0108270110044872,
UJOWEW,10.1039/c0ce00227e,
UJOWIA,10.1039/c0ce00227e,
UKAPUS,10.1021/ic902182x,
UKAQAZ,10.1021/ic902182x,
UKAQED,10.1021/ic902182x,
UKAQIH,10.1021/ic902182x,
UKIQIP,10.1021/ic100378p,
UKIQOV,10.1021/ic100378p,
UKUBIM,10.1021/ic100212q,
UKUBOS,10.1021/ic100212q,
UKUBUY,10.1021/ic100212q,
UKUCAF,10.1021/ic100212q,
UKULOB,10.1002/anie.200351853,
UKULOB01,10.1002/anie.200351853,
UKUMAO,10.1002/anie.200351853,
UKUMAO01,10.1002/anie.200351853,
UKUPUL,10.1021/ja0365173,
ULOGIL,10.1039/b304826h,
ULUPUM01,10.1016/j.micromeso.2004.02.020,
ULUVUT,10.1039/c0cc04169f,
UMARAC,10.1039/c0cc04433d,
UMELUU,10.1039/c0cc03506h,
UMEMAB,10.1039/c0cc03506h,
UMEXUF,10.1107/S1600536803019895,
UMORIY,-,y
UMUTOM,10.1071/CH09019,
UMUTUS,10.1071/CH09019,
UMUXAC,10.1021/cg101321u,
UNABIV,10.1021/cg1009779,
UNABUH,10.1039/c0cc04689b,
UNABUH01,10.1039/c0cc04689b,
UNACES,10.1039/c0cc04689b,
UNACIW,10.1039/c0cc04689b,
UNAZIT,10.1021/cg1011764,
UNEBIZ,10.1039/c0cc03981k,
UNIGEE,10.1021/ja1074322,
UNIPAJ,10.1021/cg100645p,
UPOVOL,10.1007/s10870-010-9962-9,
UPOZAB,10.1002/chem.201001872,
UQUHAQ,10.1107/S1600536811011913,
UQULAU,10.1107/S1600536811012475,
USUBUG,-,y
UTEWOG,10.1039/c1sc00136a,
UTEWUM,10.1039/c1sc00136a,
UTEXAT,10.1039/c1sc00136a,
UTEXIB,10.1039/c1sc00136a,
UTODIR,-,y
UTOTUT,10.1021/cg1015934,
UTOTUT01,10.1039/c1dt10958h,
UTULUR,10.1016/j.solidstatesciences.2011.05.006,
UTUMAY,10.1016/j.solidstatesciences.2011.05.017,
UVARIT,10.1021/cg101731j,
UVAROZ,10.1021/cg101731j,
UVARUF,10.1021/cg101731j,
UVASAM,10.1021/cg101731j,
UVASAM01,10.1021/ja500005k,
UVEVAT,10.1039/c1cc12278a,
UVEVEX,10.1039/c1cc12278a,
UVEVUN,10.1039/c1cc11996f,
UVEWIC,10.1021/cm102388q,
UVEWIC01,10.1021/cm102388q,
UVEXAV,10.1021/cm1025427,
UVINAP,10.1021/cg1012439,
UVUFUN,10.1002/chem.201003680,
UVUPOR,10.1002/ejic.201100227,
UVUPUX,10.1002/ejic.201100227,
UVUQAE,10.1002/ejic.201100227,
UWAFOO,10.1002/chem.201003376,
UWAFUU,10.1002/chem.201003376,
UWAGAB01,10.1002/chem.201003376,
UWAGAB02,10.1002/chem.201003376,
UWAGAB03,10.1002/chem.201003376,
UWAGAB04,10.1002/chem.201003376,
UWELIS,10.1002/zaac.201100082,
UWOWAF,10.1021/ic101112b,
UWUTIQ,10.1002/chem.201100350,
UXABOL,10.1039/c0cc05547f,
UXABUR,10.1039/c0cc05547f,
UXEHIP,10.1039/c1ce05463e,
UXEQOE,-,y
UXUNUX,10.1021/ja201170c,
UXUPEJ,10.1021/ja201170c,
UXUPIN,10.1021/ja201170c,
UXUYUI,10.1039/c1cc11245g,
UXUZAP,10.1039/c1cc10829h,
UYAPOA,10.1039/c1cc12891d,
UYAQAN,10.1039/c1cc12763b,
UYAQER,10.1039/c1cc12763b,
UYOFIY,10.1016/j.inoche.2011.02.021,
UYOXUC,10.1016/j.inoche.2011.03.021,
UZAFAD,10.1016/j.ica.2011.06.043,
UZAMUE,10.1016/j.inoche.2011.05.031,
UZANAL,10.1016/j.inoche.2011.05.031,
UZANEP,10.1016/j.inoche.2011.05.031,
UZATAR,-,y
UZIJUJ,10.1016/j.inoche.2011.06.018,
UZUNAF,10.1021/cg2004672,
UZUNAF01,10.1021/cg2004672,
UZUNEJ,10.1021/cg2004672,
VACFOV,10.1002/1521-3773(20021202)41:23<4471::AID-ANIE4471>3.0.CO;2-9,
VACFOV01,10.1039/C3DT50822F,
VACFUB,10.1002/1521-3773(20021202)41:23<4471::AID-ANIE4471>3.0.CO;2-9,
VACFUB01,10.1080/00958970902902713,
VAGKOF,10.1002/chem.201001218,
VAGMAT,10.1002/chem.201001549,
VAGMEX,10.1002/chem.201001549,
VAGMIB,10.1002/chem.201001549,
VAGMIB01,10.1002/chem.201001549,
VAGMOH,10.1002/chem.201001549,
VAGTAA,10.1039/c0cc02069a,
VAGTUU,10.1039/c0cc02589e,
VAHPUR,10.1039/c0cc02131h,
VAHQAY,10.1039/c0cc02131h,
VAHVOR,10.1039/c0ce00119h,
VAJTUX,10.1039/c005228k,
VAKBIU,10.1039/c0dt00143k,
VAKREG,10.1039/c003032e,
VAKRIK,10.1039/c003032e,
VAPBAR,10.1039/c1dt11825k,
VAPFOJ,10.1039/c1dt11155h,
VAPFUP,10.1039/c1dt11155h,
VAQLAC,10.1016/j.micromeso.2011.11.058,
VAQLEG,10.1016/j.micromeso.2011.11.058,
VARJEF,10.1021/ic1015498,
VARREL,10.1016/S0020-1693(98)00131-5,
VARRIP,10.1016/S0020-1693(98)00131-5,
VARWES,-,y
VARWIW,-,y
VASKOR,10.1016/j.micromeso.2010.12.016,
VATXEU,10.1016/j.jssc.2005.06.031,
VATYAR,10.1016/j.jssc.2005.06.032,
VATYEV,10.1016/j.jssc.2005.06.032,
VAXVEX,10.1039/c2ce25282a,
VAYDOQ,10.1039/c2ce25292a,
VAZKUE,10.1021/cg3004036,
VAZLAL,10.1021/cg3004036,
VAZLEP,10.1021/cg3004036,
VAZLEP01,10.1016/j.jssc.2013.05.034,
VAZLEP02,10.1016/j.jssc.2013.05.034,
VAZLIT,10.1021/cg3004036,
VAZLOZ,10.1021/cg3004036,
VAZLUF,10.1021/cg3004036,
VAZMAM,10.1021/cg3004036,
VAZMEQ,10.1021/cg3004036,
VAZMIU,10.1021/cg3004036,
VAZMOA,10.1021/cg3004036,
VAZROF,10.1007/s12039-011-0167-3,
VAZTOG,10.1039/b511941c,
VEBHUG,10.1021/ja056639q,
VECWUX,10.1002/zaac.201100462,
VEDDIT,10.1039/c2cc33707j,
VEDFAN,10.1039/c2jm33269h,
VEDFER,10.1039/c2jm33269h,
VEDFIV,10.1039/c2jm33269h,
VEDFOB,10.1039/c2jm33269h,
VEDGAO,10.1039/c2jm33269h,
VEDGES,10.1039/c2jm33269h,
VEDGIW,10.1039/c2jm33269h,
VEDVUW,10.1021/ic051357c,
VEFCEQ,10.1002/adfm.20110272,
VEFJOG,10.1021/om0507169,
VEFLUP,10.1016/j.micromeso.2011.10.036,
VEFMAW,10.1016/j.micromeso.2011.10.001,
VEGBUG,10.1039/c2cc34246d,
VEGCAN,10.1039/c2cc34246d,
VEGMIE,10.1107/S0108768105042795,
VEGMIE01,10.1021/ja8007215,
VEGMOK,10.1107/S0108768105042795,
VEGMOK01,10.1107/S0108768105042795,
VEGMOK02,10.1107/S0108768105042795,
VEGMOK03,10.1107/S0108768105042795,
VEGMOK04,10.1016/j.solidstatesciences.2006.02.025,
VEGXIQ,10.1039/c2ce06563k,
VEGXIQ01,10.1039/c2ce06563k,
VEGXOW,10.1039/c2ce06563k,
VEGXUC,10.1039/c2ce06563k,
VEHJID01,10.1007/s10904-013-9859-0,
VEHJOJ,10.1039/c2ce25343g,
VEHJUP,10.1039/c2ce25343g,
VEHKAW,10.1039/c2ce25343g,
VEHKEA,10.1039/c2ce25343g,
VEHKIE,10.1039/c2ce25343g,
VEHKOK,10.1039/c2ce25343g,
VEHNAZ,10.1039/c2ce25224d,
VEHNED,10.1039/c2ce25434d,
VEHPUU,10.1002/anie.200600333,
VEHRIL,10.1039/c2dt00001f,
VEHROR,10.1039/c2dt00001f,
VEHXEN,10.1039/c2dt30563a,
VEJHEZ,10.1039/c2sc20330h,
VEJYIT,10.1073/pnas.0602439103,
VEJYIT01,10.1002/chem.200700181,
VEJYUF01,10.1002/chem.200700181,
VEJYUF02,10.1039/c1cc11985k,
VEMMAC,10.1021/ja061716i,
VEMMEG,10.1021/ja061716i,
VEMMIK,10.1021/ja061716i,
VEMTAJ01,10.1021/ja0737671,
VEPDEB,10.1021/ic302287w,
VEQBID,10.1021/ja062743b,
VEQBOJ,10.1021/ja060666e,
VEQBUP,10.1021/ja060666e,
VEQCAW,10.1021/ja060666e,
VEQCEA,10.1021/ja060666e,
VETMIS,10.1002/chem.201203093,
VETSOE,10.1002/chem.201202899,
VETSUK,10.1002/chem.201202899,
VETTAR,10.1002/chem.201202899,
VETTIZ,10.1002/chem.201202899,
VETTOE,10.1021/cg060520r,
VETTUK,10.1021/cg060520r,
VETVAS,10.1021/cg060520r,
VEVJUD,10.1039/C3SC21995J,
VEWKUF,10.1039/C2SC20172K,
VEWLAM,10.1039/C2SC20172K,
VEWXAY,-,y
VEXTUO,10.1039/b614254k,
VEXVAW,10.1039/b614254k,
VEXYON,10.1002/anie.200604362,
VEYREY,10.1039/C3CE40594J,
VEYVEC,10.1039/C3CE40442K,
VEZMIY,10.1039/C3CE40397A,
VEZMOE,10.1039/C3CE40397A,
VICDOC,10.1126/science.1234071,
VICLAW,10.1039/C3DT50664A,
VICYUD,10.1039/C3CE40174J,
VIDXOX,10.1039/c2ce26940f,
VIFBOD,10.1039/c2ce26940f,
VIFBUJ,10.1039/c2ce26940f,
VIGNOQ,10.1039/C2CE00025C,
VIGRIO,10.1016/j.jssc.2013.06.021,
VILXOE,10.1016/j.poly.2007.07.045,
VINHEH,10.1016/j.poly.2013.03.015,
VIPXUO,10.1039/b708389k,
VIPYOK,10.1016/j.inoche.2013.01.003,
VIPZAX,10.1016/j.inoche.2013.01.003,
VIRPOC,10.1021/ic700790h,
VIRVEY,10.1021/cg7008094,
VISTOG,10.1021/ja00008a037,
VISTUM,10.1021/ja00008a037,
VITKUG,10.1002/zaac.201300527,
VIVXOP,10.1021/ic4024844,
VIWHUG,10.1021/cg4007372,
VIWKIX,10.1021/cg4008679,
VIWKOD,10.1021/cg4008679,
VIWLAQ,10.1021/cg4008679,
VIWLEU,10.1021/cg4008679,
VIWLIY,10.1021/cg4008679,
VIWLOE,10.1021/cg4008679,
VIWMAR,10.1021/cg4008679,
VIWMEV,10.1021/cg4008679,
VIXCUB,10.1016/j.inoche.2007.11.017,
VIXGAM,10.1021/cg401286a,
VIXGAM01,10.1021/cg401286a,
VIXGEQ,10.1021/cg401286a,
VIXPUP01,10.1002/chem.201304005,
VIXTUT,10.1021/cg4009703,
VIXVUV,10.1021/cg4009703,
VIYZIO,10.1007/s10870-013-0484-0,
VIYZIO01,10.1107/S2053229614008407,
VIZQEC,10.1039/C3CE42366B,
VIZRIH,10.1039/C3CE42366B,
VOBQEK,10.1016/j.inoche.2013.09.069,
VOBQIO,10.1016/j.inoche.2013.09.069,
VOCKUT,10.1021/ic010343d,
VOCNOQ,10.1021/ic010343d,
VOCPEK,10.1016/j.inoche.2013.09.048,
VOCXUH,10.1007/s11243-008-9086-7,
VODPOU,-,y
VODQIP,-,y
VODSEM,10.1002/1521-3749(200109)627:9<2173::AID-ZAAC2173>3.0.CO;2-L,
VOFREP,10.1021/cg4011532,
VOGTIV,10.1002/ejic.200701284,
VOLQOD,10.1021/ic800777r,
VONBIK,10.1039/b809336a,
VONBUW,10.1039/b809336a,
VOPCIO,10.1021/cg500815v,
VORBUA,10.1107/S0108270109008798,
VOTMAS,10.1107/S0108270191011460,
VOYWUB,-,y
VUDQOB,10.1007/s10870-009-9580-6,
VUHJAK,10.1039/b816132c,
VUJBEI,10.1021/ja901109t,
VUJBIM,10.1021/ja901109t,
VUKHOZ,10.1039/b818567k,
VULKIX,10.1039/b817418k,
VULKOD,10.1039/b817418k,
VUNCAJ,10.1021/cg900134f,
VUNYUZ,10.1039/b912972n,
VUQJUN,10.1039/b916168f,
VUQJUN01,10.1039/b916168f,
VUQKAU,10.1039/b916168f,
VUQKAU02,10.1016/j.ica.2013.03.042,
VUQKOI,10.1039/b918776f,
VUQKUO,10.1039/b918776f,
VUQLEZ,10.1039/b919703f,
VURMOL,10.5012/bkcs.2010.31.04.1041,
VURYIR,10.1246/cl.2010.218,
VURYOX,10.1246/cl.2010.218,
VUSJUP,10.1126/science.1181761,
VUSKAW,10.1126/science.1181761,
VUSKEA,10.1126/science.1181761,
VUSQIK,10.1016/j.molstruc.2010.01.023,
WABTOK,10.1107/S1600536810048634,
WAFKAQ,10.1002/anie.200460712,
WAGYUA,10.1039/c0cc02496a,
WAGZEL,10.1016/S1002-0721(08)60248-3,
WAHMEY01,10.1039/b409974e,
WAHMUP,10.1039/c002037k,
WAHNUQ,10.1039/c0dt00511h,
WAHREE,10.1039/c0dt00352b,
WAJHIA,10.1021/ic902077j,
WAJHOG,10.1021/ic902077j,
WAJHUM,10.1021/ic902077j,
WAJJAU,10.1021/ic902077j,
WAJJEY,10.1021/ic902077j,
WAJJEY01,10.1021/ic902077j,
WAJJOI,10.1021/ic902077j,
WAJJOI01,10.1021/ic902077j,
WAJLEA,10.1021/ic900224b,
WALBOC,10.1126/science.1194237,
WALBOC01,10.1126/science.1194237,
WALBOC02,10.1126/science.1194237,
WALCET,10.1126/science.1194237,
WALCIX,10.1126/science.1194237,
WAMREJ,10.1002/anie.201106615,
WAMRIN,10.1039/c2dt11872f,
WAMRIN01,10.1039/c2dt11872f,
WAMRIN02,10.1039/c2dt11872f,
WANJIF,10.1039/b417013j,
WAQDOJ,10.1039/c2dt12215d,
WAQFAX,10.1039/c2dt12261h,
WARJAC,10.1039/c2dt12238c,
WARWOC,-,y
WASNIO,10.1002/ejic.200400960,
WASNOU,10.1002/ejic.200400960,
WASTUG,10.1002/ejic.200500230,
WASVES,10.1002/ejic.200500230,
WAVQIV,10.1021/ja2118255,
WAVQUH,10.1021/ja2118255,
WAVRAO,10.1021/ja2118255,
WAVROC,10.1021/ja2118255,
WAVWEW,10.1007/s10870-005-3245-x,
WAWGOQ,10.1039/b001189o,
WAYKAK,10.2478/s11532-012-0035-0,
WAYMEQ,10.1039/c0dt00856g,
WAYMIU,10.1039/c0dt00856g,
WAYMOA,10.1039/c0dt00856g,
WAZQIZ,10.1002/cplu.201100083,
WAZQUL,10.1002/cplu.201100083,
WAZRAS,10.1002/cplu.201100083,
WEBKIX,10.1021/ic991360u,
WEBKIZ,10.1021/ja305181y,
WEBKOD,10.1021/ic991360u,
WEBKOF,10.1021/ja305181y,
WEBLAQ,10.1021/ic991360u,
WEBREC,10.1039/c2cc34482c,
WEBZEK,10.1039/c2ce25739d,
WECFAN,10.1039/c2ce25715g,
WECFAN01,10.1039/c2ce25715g,
WECJAR,10.1039/c2ce25529d,
WECJIZ,10.1039/c2ce25529d,
WECSAZ,10.1002/zaac.200500446,
WECSAZ01,10.1021/ic902194g,
WEDQED,10.1016/j.inoche.2012.04.013,
WEDWUZ,10.1039/c2ce25214g,
WEDXAG,10.1039/c2ce25214g,
WEDXEK,10.1039/c2ce25214g,
WEFCAN,10.1039/c2ce25607j,
WEFXEM,10.1021/ja305267m,
WEFXIQ,10.1021/ja305267m,
WEFZIS,10.1016/j.inoche.2012.04.036,
WEGDIX,10.1016/j.inoche.2012.05.033,
WEGFUL,10.1016/j.inoche.2012.05.038,
WEGGAS,10.1016/j.inoche.2012.05.038,
WEHHEY,10.1021/ic202635a,
WEHHIC,10.1021/ic202635a,
WEHHOI,10.1021/ic202635a,
WEHHUO,10.1021/ic202635a,
WEHJAW,10.1021/ic202635a,
WEHJEA,10.1021/ic202635a,
WEHJIE,10.1021/ic202635a,
WEHJOK,10.1021/ic202635a,
WEHJUQ,10.1021/ic202635a,
WEHNAA,10.1021/ic3007316,
WEHPIJ,10.1021/ic051934x,
WEHPOP,10.1021/ic051934x,
WEHQAC,10.1021/ic052158w,
WEHQEG,10.1021/ic052158w,
WEHRIL,10.1021/ic052158w,
WEJSAH,10.1021/ic301139j,
WELTUD,10.1039/b604804h,
WEMBUN,10.1039/c3ce26684b,
WEMCAU,10.1039/c3ce26684b,
WEMCEY,10.1039/c3ce26684b,
WEMCIC,10.1039/c3ce26684b,
WEMCOI,10.1039/c3ce26684b,
WEMCUO,10.1039/c3ce26684b,
WEMDAV,10.1039/c3ce26684b,
WEMDID,10.1039/c3ce26684b,
WEMDOJ,10.1039/c3ce26684b,
WEMDUP,10.1039/c3ce26684b,
WEMFAX,10.1039/c3ce26684b,
WEMFEB,10.1039/c3ce26684b,
WEMFIF,10.1039/c3ce26684b,
WEMFOL,10.1039/c3ce26684b,
WEMFUR,10.1039/c3ce26983c,
WEMGAY,10.1039/c3ce26983c,
WEMHED,10.1039/c2ce26958a,
WEMJII,10.1021/ic060297n,
WEMNAF,10.1039/c3ce26874h,
WEMXIX,10.1039/c2dt32515b,
WENDIE,10.1039/c2dt31968c,
WENKEH,10.1039/c2dt32390g,
WENKIL,10.1039/c2dt32390g,
WENKOR,10.1039/c2dt32390g,
WENKUX,10.1039/c2dt32390g,
WENLAE,10.1039/c2dt32390g,
WENSIS,10.1107/S1600536806034714,
WERKUZ,10.1107/S010827019300945X,
WEVQIX,10.1039/a909544f,
WEVQOD,10.1039/a909544f,
WEVQUJ,10.1039/a909544f,
WEVRUK,10.1039/a909544f,
WEVZUT,10.1021/cg060590y,
WEWGAH,-,y
WEWTOI,10.1524/ract.2006.94.2.69,
WEXNIW,10.1016/S0277-5387(00)81646-0,
WEYMIY,-,y
WEZCIO,10.1016/j.molstruc.2006.06.008,
WIBSAD,10.1039/c3ce27001g,
WICGEV,10.1002/adfm.200600265,
WICQIJ,10.1039/b701102d,
WIDZOA,10.1021/cg3014464,
WIDZUG,10.1021/cg3014464,
WIFBAQ,10.1021/cg3014464,
WIFGOJ,10.1021/cg3009249,
WIHCUM,10.1107/S1600536807029273,
WIHVAL,10.1002/adfm.200600265,
WIHVEP,10.1002/adfm.200600265,
WIHWAN,10.1016/j.jssc.2012.12.030,
WIJDAV,10.1021/ic7004908,
WIJDID,10.1021/ic7005138,
WIKXUJ,10.1021/ic0001199,
WIKYAQ,10.1021/ic0001199,
WILGEE,10.1039/b706731c,
WIQRUL,-,y
WISTID,10.1016/j.jssc.2013.06.008,
WISVEB,10.1002/zaac.201300117,
WITFIQ,10.1021/cg4014416,
WITKIV,10.1021/cg401766j,
WIWDEN,10.1016/j.inoche.2013.12.009,
WIWHUG,10.1039/b718443c,
WIYFAM,10.1021/ic702085x,
WIYMOG,10.1002/1521-3773(20000804)39:15<2699::AID-ANIE2699>3.0.CO;2-Z,
WIYZOU,10.1021/ic701893z,
WIZDAL,10.1002/chem.200701370,
WIZDEP,10.1002/chem.200701370,
WIZFES,10.1039/C3CE42556H,
WIZMAV02,10.1039/C4DT02582B,
WOBHEB,10.1002/chem.200701370,
WOBHEB01,10.1002/chem.200701370,
WOBHIF,10.1002/chem.200701370,
WOBHIF01,10.1002/chem.200701370,
WOBHIF02,10.1002/chem.200701370,
WOBHOL,10.1002/chem.200701370,
WOCJII,10.1021/cg700971n,
WOCVUG,10.1021/ic8004008,
WOCVUG01,10.1021/ic8004008,
WOCWAN,10.1021/ic8004008,
WODFOL,10.1039/B801177J,
WOGHEG,10.1021/ic800854y,
WOGLAG,10.1021/ic8007377,
WOHBIF,10.1021/ic8004008,
WOHBOL,10.1021/ic8004008,
WOHDON,10.1016/j.inoche.2008.04.015,
WOHSIV,10.1016/S0277-5387(00)00390-9,
WOHSOB,10.1016/S0277-5387(00)00390-9,
WOHZAU,10.1021/ic000209d,
WOHZAU01,10.1016/S0925-8388(01)01134-3,
WOJJOV,10.1021/ja802589u,
WOLMUG,10.1039/b801231h,
WOLREV,10.1002/chem.200801336,
WOLRIZ,10.1002/chem.200801336,
WOMFIO,10.1039/b809838g,
WONXIH,10.1016/j.inoche.2008.09.017,
WONZOP,10.1039/b815695f,
WONZUV,10.1039/b815695f,
WOPDEL,10.1039/b811725j,
WOPWOO,10.1016/j.ica.2007.03.003,
WOQDUB,10.1002/1521-3773(20001016)39:20<3644::AID-ANIE3644>3.0.CO;2-1,
WORKOF,10.5012/bkcs.2014.35.3.949,
WORKUL,10.5012/bkcs.2014.35.3.949,
WORLAS,10.5012/bkcs.2014.35.3.949,
WORNEY,10.1039/C4RA14534H,
WORREC,10.1039/C4CC09999K,
WORSUT,10.1021/ic502219y,
WORTAA,10.1021/ic502219y,
WOSGUI,10.1039/C4CE02252A,
WOSZEL,private communication,y
WOTSEF,10.1107/S2053229615000698,
WOVDES,10.1002/zaac.201400206,
WOWBER,10.1039/C4DT03415E,
WOWBIV,10.1039/C4DT03415E,
WOWGEU,10.1039/b006851i,
WOWHAR,10.1002/1521-3773(20001215)39:24<4528::AID-ANIE4528>3.0.CO;2-H,
WOWHEV,10.1002/1521-3773(20001215)39:24<4528::AID-ANIE4528>3.3.CO;2-8,
WOWHIZ,10.1002/1521-3773(20001215)39:24<4528::AID-ANIE4528>3.3.CO;2-8,
WOWMAY,private communication,y
WOWMEC,private communication,y
WOWNED,private communication,y
WOXKOL,10.1039/C5CE01857A,
WOYWEO,10.1039/C4CC09639H,
WOZSOT,10.1021/ic0200601,
WUBHEI,10.1002/ejic.201403149,
